Student,Proficiency,Ground Truth,IsCorrect,Transcript,Confidence
2565_HI_S2_S_3,S,I have a small house.,False,I have a smell,0.77477157
2583_HI_S2_S_3,S,I have a small house.,False,,
2785_HI_S2_S_3,S,I have a small house.,False,I have a small house,0.92995489
2808_HI_S2_S_3,S,I have a small house.,False,I have,0.82351446
2985_HI_S2_S_3,S,I have a small house.,False,I have a smile,0.92995489
3175_HI_S2_S_3,S,I have a small house.,False,I have a some some,0.87393647
3298_HI_S2_S_3,S,I have a small house.,False,I have a small house,0.92995489
3407_HI_S2_S_3,S,I have a small house.,False,v a,0.61894983
3497_HI_S2_S_3,S,I have a small house.,False,,
3512_HI_S2_S_3,S,I have a small house.,False,l a v a s,0.78284436
3535_HI_S2_S_3,S,I have a small house.,False,I have a,0.92995483
3540_HI_S2_S_3,S,I have a small house.,False,I,0.8054378
3545_HI_S2_S_3,S,I have a small house.,False,I have a,0.92995483
3592_HI_S2_S_3,S,I have a small house.,False,I have a smell,0.92995489
3649_HI_S2_S_3,S,I have a small house.,False,I have a cell house,0.89758033
3682_HI_S2_S_3,S,I have a small house.,False,I have Mein small house,0.81692857
3739_HI_S2_S_3,S,I have a small house.,False,I have a smile hole,0.79830122
3842_HI_S2_S_3,S,I have a small house.,False,,
3923_HI_S2_S_3,S,I have a small house.,False,CA,0.59537929
3978_HI_S2_S_3,S,I have a small house.,False,h a h a i have a smile,0.78657007
3980_HI_S2_S_3,S,I have a small house.,False,why the,0.68159515
3994_HI_S2_S_3,S,I have a small house.,False,,
4087_HI_S2_S_3,S,I have a small house.,False,I have a farm house,0.86860764
4120_HI_S2_S_3,S,I have a small house.,False,,
4121_HI_S2_S_3,S,I have a small house.,False,I how,0.60087794
4133_HI_S2_S_3,S,I have a small house.,False,do I have a smell,0.79353023
4147_HI_S2_S_3,S,I have a small house.,False,I have some house,0.69802272
4232_HI_S2_S_3,S,I have a small house.,False,I,0.80613136
4248_HI_S2_S_3,S,I have a small house.,False,give a sir house,0.58226442
4264_HI_S2_S_3,S,I have a small house.,False,I,0.74044406
4284_HI_S2_S_3,S,I have a small house.,False,l0ve house,0.75746888
4292_HI_S2_S_3,S,I have a small house.,False,I have a house,0.8547352
4321_HI_S2_S_3,S,I have a small house.,False,my home a some,0.71087897
4346_HI_S2_S_3,S,I have a small house.,False,I,0.80928755
4373_HI_S2_S_3,S,I have a small house.,False,I have a small homes,0.82190722
4445_HI_S2_S_3,S,I have a small house.,False,I have a,0.92995483
4468_HI_S2_S_3,S,I have a small house.,False,h a v e t h m a l l h o,0.79954022
4476_HI_S2_S_3,S,I have a small house.,False,i h a v e,0.72991401
4583_HI_S2_S_3,S,I have a small house.,False,how a small house,0.90226567
4597_HI_S2_S_3,S,I have a small house.,False,write a s,0.57267284
4620_HI_S2_S_3,S,I have a small house.,False,I have a smile house,0.92995489
4713_HI_S2_S_3,S,I have a small house.,False,,
4729_HI_S2_S_3,S,I have a small house.,False,I have a smile home,0.81594163
4759_HI_S2_S_3,S,I have a small house.,False,I have a,0.88463038
4768_HI_S2_S_3,S,I have a small house.,False,,
4826_HI_S2_S_3,S,I have a small house.,False,I,0.73657596
4910_HI_S2_S_3,S,I have a small house.,False,I have a small house,0.92995489
4922_HI_S2_S_3,S,I have a small house.,False,I have a sell house,0.85183203
4950_HI_S2_S_3,S,I have a small house.,False,I am,0.92995483
4953_HI_S2_S_3,S,I have a small house.,False,I have a sell house,0.8211295
4965_HI_S2_S_3,S,I have a small house.,False,I have an small house,0.92995489
4975_HI_S2_S_3,S,I have a small house.,False,,
4982_HI_S2_S_3,S,I have a small house.,False,I have a,0.9201749
5010_HI_S2_S_3,S,I have a small house.,False,I have,0.82250768
5060_HI_S2_S_3,S,I have a small house.,False,I have a smell,0.92995489
5101_HI_S2_S_3,S,I have a small house.,False,I love have a cell,0.65150768
5171_HI_S2_S_3,S,I have a small house.,False,I have a small home,0.87932956
5265_HI_S2_S_3,S,I have a small house.,False,I have a smell,0.92995489
1351_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1356_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1405_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1408_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1411_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92843467
1458_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1483_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1521_HI_S3_S_0,S,Where is your house?,True,what is your have,0.77506405
1548_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1558_HI_S3_S_0,S,Where is your house?,True,where is my house,0.8823083
1583_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1605_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1638_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1649_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92271215
1671_HI_S3_S_0,S,Where is your house?,True,where is where house,0.72894555
1676_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1691_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1710_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1731_HI_S3_S_0,S,Where is your house?,True,where is where is your house,0.92995495
1752_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1771_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1782_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1806_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1811_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1822_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1896_HI_S3_S_0,S,Where is your house?,True,Karan Johar house,0.63939101
1919_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1948_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1983_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1988_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2015_HI_S3_S_0,S,Where is your house?,True,where where is your heart,0.78040886
2025_HI_S3_S_0,S,Where is your house?,True,where is your house your house,0.92995495
2032_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2038_HI_S3_S_0,S,Where is your house?,True,where is your house,0.90667325
2046_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2053_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2060_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2064_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2076_HI_S3_S_0,S,Where is your house?,True,where is where is your house,0.92995495
2105_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2194_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2232_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2317_HI_S3_S_0,S,Where is your house?,True,who who s s over,0.6872949
2336_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2339_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2379_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2385_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2398_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2458_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2464_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2468_HI_S3_S_0,S,Where is your house?,True,where is Johar house,0.90056831
2480_HI_S3_S_0,S,Where is your house?,True,when is,0.85401756
2494_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2499_HI_S3_S_0,S,Where is your house?,True,where where is your house,0.8858102
2537_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2542_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2556_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2596_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2597_HI_S3_S_0,S,Where is your house?,True,lakh wale,0.5785982
2604_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2656_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2671_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2715_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2726_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2733_HI_S3_S_0,S,Where is your house?,True,where where is your house,0.92995489
2737_HI_S3_S_0,S,Where is your house?,True,where is your house Tumhara Ghar kahan hai,0.92995495
2761_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2782_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2829_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2854_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2886_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2897_HI_S3_S_0,S,Where is your house?,True,where is your house Tumhara Ghar kahan hai,0.92995495
2908_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
2923_HI_S3_S_0,S,Where is your house?,True,where is your house,0.86942309
3005_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3029_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3050_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3053_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3097_HI_S3_S_0,S,Where is your house?,True,mere dost where is your house,0.92995495
3099_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3106_HI_S3_S_0,S,Where is your house?,True,where where is your house,0.78513008
3128_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3134_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3148_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3180_HI_S3_S_0,S,Where is your house?,True,where is your,0.92995483
3181_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3191_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3228_HI_S3_S_0,S,Where is your house?,True,use your house,0.85029763
3234_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3237_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3239_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3250_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3268_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3284_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3288_HI_S3_S_0,S,Where is your house?,True,where is your your house,0.81281167
3296_HI_S3_S_0,S,Where is your house?,True,house,0.91242063
3297_HI_S3_S_0,S,Where is your house?,True,where is your house,0.77577507
3311_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3313_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3329_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3330_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3355_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3399_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3408_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3416_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3426_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3429_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3438_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3482_HI_S3_S_0,S,Where is your house?,True,Mahima is your house,0.8823117
3516_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3547_HI_S3_S_0,S,Where is your house?,True,where is your house house,0.8274191
3558_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3560_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3561_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3563_HI_S3_S_0,S,Where is your house?,True,where is your boss,0.78827256
3567_HI_S3_S_0,S,Where is your house?,True,very easy your house,0.78187358
3576_HI_S3_S_0,S,Where is your house?,True,where is your house,0.85822105
3605_HI_S3_S_0,S,Where is your house?,True,Divya is your house,0.92995489
3619_HI_S3_S_0,S,Where is your house?,True,where is your house,0.85986918
3768_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3777_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3789_HI_S3_S_0,S,Where is your house?,True,your house,0.87990141
3794_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3807_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3836_HI_S3_S_0,S,Where is your house?,True,where is your home,0.92224491
3849_HI_S3_S_0,S,Where is your house?,True,there is your house,0.88145876
3857_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
3917_HI_S3_S_0,S,Where is your house?,True,what is your house,0.92995489
3968_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4003_HI_S3_S_0,S,Where is your house?,True,where is your house where is your house,0.92995495
4070_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4107_HI_S3_S_0,S,Where is your house?,True,where is your horse,0.91941196
4110_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4181_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4217_HI_S3_S_0,S,Where is your house?,True,what is your house,0.92995489
4226_HI_S3_S_0,S,Where is your house?,True,yoga house,0.92995483
4283_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92358416
4299_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4300_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4308_HI_S3_S_0,S,Where is your house?,True,where is your house,0.70339334
4358_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4371_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4418_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4420_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4423_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4431_HI_S3_S_0,S,Where is your house?,True,where is your house Tumhara Ghar kahan per hai,0.86741132
4516_HI_S3_S_0,S,Where is your house?,True,where is very very over house,0.75957537
4527_HI_S3_S_0,S,Where is your house?,True,where is your home,0.92995489
4535_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4558_HI_S3_S_0,S,Where is your house?,True,where is your house,0.87038743
4559_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4562_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4568_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4595_HI_S3_S_0,S,Where is your house?,True,where is she your house,0.75375986
4639_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4658_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4685_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4695_HI_S3_S_0,S,Where is your house?,True,hair is our house,0.76586998
4705_HI_S3_S_0,S,Where is your house?,True,,
4712_HI_S3_S_0,S,Where is your house?,True,what is your,0.82760936
4742_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4753_HI_S3_S_0,S,Where is your house?,True,where is our house,0.68559074
4760_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4787_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4816_HI_S3_S_0,S,Where is your house?,True,where is your house now per Tumhara Ghar,0.80260122
4820_HI_S3_S_0,S,Where is your house?,True,where is new house your house,0.77815479
4823_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92972291
4831_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4862_HI_S3_S_0,S,Where is your house?,True,your is where is your house,0.92995495
4883_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4907_HI_S3_S_0,S,Where is your house?,True,where is our house,0.66347134
4912_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4942_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4946_HI_S3_S_0,S,Where is your house?,True,where is you where is our house,0.85833806
4952_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4972_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4974_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
4984_HI_S3_S_0,S,Where is your house?,True,Meri,0.34778479
5003_HI_S3_S_0,S,Where is your house?,True,where is your home,0.72302711
5012_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5014_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5019_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5053_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5070_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5078_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5093_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5133_HI_S3_S_0,S,Where is your house?,True,where is new house,0.88108075
5134_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5149_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5154_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5234_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
5260_HI_S3_S_0,S,Where is your house?,True,where is your house,0.85306799
5281_HI_S3_S_0,S,Where is your house?,True,where is your house,0.92995489
1423_HI_S3_S_0,S,Where is your house?,False,all is your house,0.92995489
1597_HI_S3_S_0,S,Where is your house?,False,,
1627_HI_S3_S_0,S,Where is your house?,False,what is your health,0.92995489
1677_HI_S3_S_0,S,Where is your house?,False,age,0.89338458
1821_HI_S3_S_0,S,Where is your house?,False,where is you,0.73433226
2127_HI_S3_S_0,S,Where is your house?,False,where is your house,0.92995489
2144_HI_S3_S_0,S,Where is your house?,False,,
2204_HI_S3_S_0,S,Where is your house?,False,,
2451_HI_S3_S_0,S,Where is your house?,False,,
2459_HI_S3_S_0,S,Where is your house?,False,,
2783_HI_S3_S_0,S,Where is your house?,False,Nahin Aata,0.92886537
2865_HI_S3_S_0,S,Where is your house?,False,what is your,0.92995483
2891_HI_S3_S_0,S,Where is your house?,False,,
2940_HI_S3_S_0,S,Where is your house?,False,you,0.62917912
2950_HI_S3_S_0,S,Where is your house?,False,Nahin padh Payenge,0.85637635
3127_HI_S3_S_0,S,Where is your house?,False,where is your house,0.92995489
3441_HI_S3_S_0,S,Where is your house?,False,,
3445_HI_S3_S_0,S,Where is your house?,False,,
3598_HI_S3_S_0,S,Where is your house?,False,dhartichi aur house,0.70013303
3773_HI_S3_S_0,S,Where is your house?,False,,
3787_HI_S3_S_0,S,Where is your house?,False,what what is is is,0.55162507
3815_HI_S3_S_0,S,Where is your house?,False,where is our house,0.90256369
3826_HI_S3_S_0,S,Where is your house?,False,where is your home,0.92995489
3827_HI_S3_S_0,S,Where is your house?,False,what what is your,0.90664387
3828_HI_S3_S_0,S,Where is your house?,False,,
3915_HI_S3_S_0,S,Where is your house?,False,our house,0.69739103
3975_HI_S3_S_0,S,Where is your house?,False,,
4008_HI_S3_S_0,S,Where is your house?,False,Nahin,0.66662288
4055_HI_S3_S_0,S,Where is your house?,False,,
4093_HI_S3_S_0,S,Where is your house?,False,,
4098_HI_S3_S_0,S,Where is your house?,False,,
4162_HI_S3_S_0,S,Where is your house?,False,Shabash bolo,0.81285763
4166_HI_S3_S_0,S,Where is your house?,False,w h e r e i s y o u r h o u s e,0.89356005
4230_HI_S3_S_0,S,Where is your house?,False,have your,0.84135646
4275_HI_S3_S_0,S,Where is your house?,False,are your horse,0.92902166
4391_HI_S3_S_0,S,Where is your house?,False,,
4407_HI_S3_S_0,S,Where is your house?,False,where is your house,0.92495251
4412_HI_S3_S_0,S,Where is your house?,False,where is your house,0.92995489
4442_HI_S3_S_0,S,Where is your house?,False,where is your home,0.79285586
4483_HI_S3_S_0,S,Where is your house?,False,this is your house,0.92995489
4494_HI_S3_S_0,S,Where is your house?,False,,
4517_HI_S3_S_0,S,Where is your house?,False,very is your doing,0.91566676
4585_HI_S3_S_0,S,Where is your house?,False,,
4591_HI_S3_S_0,S,Where is your house?,False,where is your house,0.92995489
4612_HI_S3_S_0,S,Where is your house?,False,the is near horse,0.78712738
4615_HI_S3_S_0,S,Where is your house?,False,w h e r e x y o u r over h o w s e x,0.91416675
4621_HI_S3_S_0,S,Where is your house?,False,,
4640_HI_S3_S_0,S,Where is your house?,False,,
4694_HI_S3_S_0,S,Where is your house?,False,,
4736_HI_S3_S_0,S,Where is your house?,False,,
4784_HI_S3_S_0,S,Where is your house?,False,,
4817_HI_S3_S_0,S,Where is your house?,False,where is g y o u r,0.77761894
4822_HI_S3_S_0,S,Where is your house?,False,there is your house,0.85608453
4931_HI_S3_S_0,S,Where is your house?,False,where is your,0.92995483
4960_HI_S3_S_0,S,Where is your house?,False,where is your house,0.92995489
4970_HI_S3_S_0,S,Where is your house?,False,,
5028_HI_S3_S_0,S,Where is your house?,False,where is your house,0.88079613
5082_HI_S3_S_0,S,Where is your house?,False,w h e r y o u r h o u s e,0.81580365
5099_HI_S3_S_0,S,Where is your house?,False,very easy your house,0.92995489
5100_HI_S3_S_0,S,Where is your house?,False,,
5116_HI_S3_S_0,S,Where is your house?,False,where is your hand,0.90881568
5136_HI_S3_S_0,S,Where is your house?,False,very easy your house,0.79971296
5162_HI_S3_S_0,S,Where is your house?,False,where is your house,0.92995489
5208_HI_S3_S_0,S,Where is your house?,False,very is your house,0.9196108
1351_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.86457711
1356_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.80249822
1405_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92223656
1408_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.80926931
1411_HI_S3_S_1,S,This is a big bus.,True,this is a big big bus,0.87263399
1458_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.90590179
1483_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.89213562
1521_HI_S3_S_1,S,This is a big bus.,True,this is a big,0.76528239
1548_HI_S3_S_1,S,This is a big bus.,True,this is a big bass,0.8382529
1558_HI_S3_S_1,S,This is a big bus.,True,this is a big about,0.85478818
1605_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.9086439
1627_HI_S3_S_1,S,This is a big bus.,True,this is a big boss,0.80623502
1638_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.86610812
1649_HI_S3_S_1,S,This is a big bus.,True,this is a bigger bus,0.80607903
1671_HI_S3_S_1,S,This is a big bus.,True,this is a big box,0.92995489
1676_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.8661049
1691_HI_S3_S_1,S,This is a big bus.,True,this is a back bus,0.86769408
1710_HI_S3_S_1,S,This is a big bus.,True,this is a big,0.8656556
1752_HI_S3_S_1,S,This is a big bus.,True,this is a big,0.88855827
1771_HI_S3_S_1,S,This is a big bus.,True,this is this is a big bus,0.74178088
1782_HI_S3_S_1,S,This is a big bus.,True,this is a big house,0.92107999
1806_HI_S3_S_1,S,This is a big bus.,True,this this is a dog big bus,0.79636592
1811_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92995489
1822_HI_S3_S_1,S,This is a big bus.,True,this is a big house,0.53764826
1896_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.8081125
1919_HI_S3_S_1,S,This is a big bus.,True,this is a big boss,0.75601786
1948_HI_S3_S_1,S,This is a big bus.,True,this is a boy Boss,0.92241508
1983_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.90083617
1988_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.85721505
2015_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.85119838
2025_HI_S3_S_1,S,This is a big bus.,True,this is a back this is a big bus,0.7317847
2032_HI_S3_S_1,S,This is a big bus.,True,this is a big this is a big boss,0.87511635
2038_HI_S3_S_1,S,This is a big bus.,True,this is a big boss,0.81260669
2046_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.895055
2053_HI_S3_S_1,S,This is a big bus.,True,this is a bug bus,0.82855147
2060_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92995489
2064_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.87303561
2105_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92995489
2194_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92806041
2232_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.83916551
2317_HI_S3_S_1,S,This is a big bus.,True,this essay,0.69881201
2336_HI_S3_S_1,S,This is a big bus.,True,big,0.5957315
2339_HI_S3_S_1,S,This is a big bus.,True,this is a big boss,0.80185354
2385_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.90347493
2398_HI_S3_S_1,S,This is a big bus.,True,this is a bag,0.87008512
2437_HI_S3_S_1,S,This is a big bus.,True,this is a bike bus,0.82502955
2458_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92114592
2464_HI_S3_S_1,S,This is a big bus.,True,this is a bag Bigg Boss,0.81128126
2468_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92995489
2480_HI_S3_S_1,S,This is a big bus.,True,this is,0.92655271
2494_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.90048838
2499_HI_S3_S_1,S,This is a big bus.,True,his his is a big bi bikes,0.61011887
2537_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.87287074
2542_HI_S3_S_1,S,This is a big bus.,True,this is a big boss,0.74658567
2556_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.87030351
2597_HI_S3_S_1,S,This is a big bus.,True,decision,0.27591613
2604_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.90400714
2656_HI_S3_S_1,S,This is a big bus.,True,this is a big,0.81827718
2671_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.87052995
2715_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92995489
2726_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.85511971
2733_HI_S3_S_1,S,This is a big bus.,True,this is a big big bag,0.92412835
2737_HI_S3_S_1,S,This is a big bus.,True,this is a big boss buddy version,0.73961109
2761_HI_S3_S_1,S,This is a big bus.,True,this is a big boss,0.84052771
2782_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.85483611
2829_HI_S3_S_1,S,This is a big bus.,True,this is a big,0.86324197
2854_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.91146052
2860_HI_S3_S_1,S,This is a big bus.,True,this is a big,0.85356045
2886_HI_S3_S_1,S,This is a big bus.,True,difference,0.5291068
2897_HI_S3_S_1,S,This is a big bus.,True,this is a big bus ek Badi bus hai,0.90340549
2908_HI_S3_S_1,S,This is a big bus.,True,this is a big,0.89935553
2923_HI_S3_S_1,S,This is a big bus.,True,this is a bag bus,0.86631793
2934_HI_S3_S_1,S,This is a big bus.,True,this this is a big bus,0.87345695
2954_HI_S3_S_1,S,This is a big bus.,True,this is a big,0.77332878
3005_HI_S3_S_1,S,This is a big bus.,True,this is big bus,0.81244022
3050_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92113173
3053_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.76032239
3097_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.73781377
3099_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.87636507
3106_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.82385457
3134_HI_S3_S_1,S,This is a big bus.,True,this is a big bus,0.92995489
