Student,Proficiency,Ground Truth,IsCorrect,Transcript,Confidence,Distance
2657_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
2687_HI_S2_S_3,S,I have a small house.,1.0,I have a smile house,0.88466626,0.8164965809277261
2696_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
2736_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
2748_HI_S2_S_3,S,I have a small house.,1.0,IV a lamp house,0.78297549,0.5773502691896258
2771_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.85288382,1.0000000000000002
2779_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
2794_HI_S2_S_3,S,I have a small house.,1.0,I have a small hearts,0.9210642,0.8164965809277261
2806_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.86520803,1.0000000000000002
2842_HI_S2_S_3,S,I have a small house.,1.0,,,0.0
2848_HI_S2_S_3,S,I have a small house.,1.0,I have a some Sambhal hall smile hall,0.86312032,0.5773502691896258
2858_HI_S2_S_3,S,I have a small house.,1.0,smile house,0.84750414,0.5773502691896258
2878_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92846137,1.0000000000000002
2898_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.89912522,1.0000000000000002
2899_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
2924_HI_S2_S_3,S,I have a small house.,1.0,your house,0.85903597,0.5773502691896258
2927_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
2971_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
2986_HI_S2_S_3,S,I have a small house.,1.0,I have a similar hai,0.81933641,0.5773502691896258
2991_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
2993_HI_S2_S_3,S,I have a small house.,1.0,I have a family house,0.92995489,0.8164965809277261
3003_HI_S2_S_3,S,I have a small house.,1.0,I have a small,0.85160124,0.8164965809277261
3024_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3065_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.89427251,1.0000000000000002
3109_HI_S2_S_3,S,I have a small house.,1.0,I have my small house,0.80973834,1.0000000000000002
3115_HI_S2_S_3,S,I have a small house.,1.0,I have a small house Chhota hai,0.84442616,1.0000000000000002
3214_HI_S2_S_3,S,I have a small house.,1.0,I have a small home,0.8756056999999999,0.8164965809277261
3282_HI_S2_S_3,S,I have a small house.,1.0,I have a smile horse,0.92072409,0.5773502691896258
3316_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.87937242,1.0000000000000002
3318_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.87024832,1.0000000000000002
3386_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3418_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3420_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3421_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3431_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3435_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3489_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3538_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.81140625,1.0000000000000002
3559_HI_S2_S_3,S,I have a small house.,1.0,smile smile house,0.58549261,0.5773502691896258
3568_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3587_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3636_HI_S2_S_3,S,I have a small house.,1.0,,,0.0
3673_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3674_HI_S2_S_3,S,I have a small house.,1.0,I have I have taken,0.70012999,0.5773502691896258
3676_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3693_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.90788192,1.0000000000000002
3705_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.87762576,1.0000000000000002
3715_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3743_HI_S2_S_3,S,I have a small house.,1.0,and have a small house,0.77016085,1.0000000000000002
3744_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3760_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3795_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.91901273,1.0000000000000002
3825_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3861_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3884_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.87767333,1.0000000000000002
3897_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3920_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3922_HI_S2_S_3,S,I have a small house.,1.0,I have a smile smile house,0.92995495,0.8164965809277261
3943_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3953_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
3961_HI_S2_S_3,S,I have a small house.,1.0,I have a small I have a small house,0.89286,0.9622504486493763
4011_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.91725427,1.0000000000000002
4014_HI_S2_S_3,S,I have a small house.,1.0,I have a small house Yeh Hamara Ghar Hai,0.90310287,1.0000000000000002
4015_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4016_HI_S2_S_3,S,I have a small house.,1.0,I have a small horse,0.92995489,0.8164965809277261
4021_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4023_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4028_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.89236081,1.0000000000000002
4065_HI_S2_S_3,S,I have a small house.,1.0,I have a smile house,0.92995489,0.8164965809277261
4073_HI_S2_S_3,S,I have a small house.,1.0,I have a small frog,0.81036407,0.8164965809277261
4088_HI_S2_S_3,S,I have a small house.,1.0,I have I have a small horse,0.86958343,0.7745966692414836
4111_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4127_HI_S2_S_3,S,I have a small house.,1.0,I have,0.77359158,0.5773502691896258
4163_HI_S2_S_3,S,I have a small house.,1.0,I have a smile house,0.92995489,0.8164965809277261
4190_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.9273321,1.0000000000000002
4203_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.91986454,1.0000000000000002
4207_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4216_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4221_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4302_HI_S2_S_3,S,I have a small house.,1.0,I have a small,0.87995607,0.8164965809277261
4326_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4331_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4337_HI_S2_S_3,S,I have a small house.,1.0,Hi I have a small house,0.85781628,1.0000000000000002
4359_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4389_HI_S2_S_3,S,I have a small house.,1.0,,,0.0
4394_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4426_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4440_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.9291231,1.0000000000000002
4453_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4466_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4518_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4533_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4543_HI_S2_S_3,S,I have a small house.,1.0,I have a smile house,0.92995489,0.8164965809277261
4555_HI_S2_S_3,S,I have a small house.,1.0,I have a smile house,0.92995489,0.8164965809277261
4556_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4573_HI_S2_S_3,S,I have a small house.,1.0,I have a smile house,0.92995489,0.8164965809277261
4574_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.9146511,1.0000000000000002
4577_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.89421225,1.0000000000000002
4604_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4610_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.81890297,1.0000000000000002
4617_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4637_HI_S2_S_3,S,I have a small house.,1.0,I have 8 Mile house,0.7599473000000001,0.8164965809277261
4688_HI_S2_S_3,S,I have a small house.,1.0,l a,0.85560149,0.0
4697_HI_S2_S_3,S,I have a small house.,1.0,I have a smile house,0.92995489,0.8164965809277261
4765_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4780_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4802_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92512083,1.0000000000000002
4810_HI_S2_S_3,S,I have a small house.,1.0,,,0.0
4835_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4846_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4859_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4863_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4867_HI_S2_S_3,S,I have a small house.,1.0,I have a small homes,0.92995489,0.8164965809277261
4869_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4877_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
4885_HI_S2_S_3,S,I have a small house.,1.0,I have a s m a smile house,0.88086754,0.8164965809277261
4900_HI_S2_S_3,S,I have a small house.,1.0,I have a small homes small homes,0.89759392,0.7745966692414836
4937_HI_S2_S_3,S,I have a small house.,1.0,small,0.64555341,0.5773502691896258
4944_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
5013_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
5131_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.84929705,1.0000000000000002
5153_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
5158_HI_S2_S_3,S,I have a small house.,1.0,I have a smell small house,0.92995495,1.0000000000000002
5178_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
5197_HI_S2_S_3,S,I have a small house.,1.0,I am a small homes,0.68847615,0.5773502691896258
5215_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
5222_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.71789145,1.0000000000000002
5223_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
5227_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.90221673,1.0000000000000002
5244_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
5266_HI_S2_S_3,S,I have a small house.,1.0,I hate my house,0.92995489,0.5773502691896258
5292_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
5293_HI_S2_S_3,S,I have a small house.,1.0,I have a small house,0.92995489,1.0000000000000002
1426_HI_S2_S_3,S,I have a small house.,0.0,l,0.82420176,0.0
1471_HI_S2_S_3,S,I have a small house.,0.0,I have a small house,0.92995489,1.0000000000000002
1484_HI_S2_S_3,S,I have a small house.,0.0,I have a small house,0.92995489,1.0000000000000002
1760_HI_S2_S_3,S,I have a small house.,0.0,I have a horse,0.87680137,0.5773502691896258
1786_HI_S2_S_3,S,I have a small house.,0.0,I,0.7426944999999999,0.0
2275_HI_S2_S_3,S,I have a small house.,0.0,I hurt a Lambs house,0.81335509,0.5773502691896258
2276_HI_S2_S_3,S,I have a small house.,0.0,i v i v a call h o u r s e,0.78588504,0.0
2338_HI_S2_S_3,S,I have a small house.,0.0,I have a small,0.92995489,0.8164965809277261
2401_HI_S2_S_3,S,I have a small house.,0.0,I have Iceland,0.73335958,0.5773502691896258
2429_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
2472_HI_S2_S_3,S,I have a small house.,0.0,l o v a,0.64548582,0.0
2483_HI_S2_S_3,S,I have a small house.,0.0,I hai,0.60744482,0.0
2565_HI_S2_S_3,S,I have a small house.,0.0,I have a smell,0.77477157,0.5773502691896258
2583_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
2785_HI_S2_S_3,S,I have a small house.,0.0,I have a small house,0.92995489,1.0000000000000002
2808_HI_S2_S_3,S,I have a small house.,0.0,I have,0.82351446,0.5773502691896258
2985_HI_S2_S_3,S,I have a small house.,0.0,I have a smile,0.92995489,0.5773502691896258
3175_HI_S2_S_3,S,I have a small house.,0.0,I have a some some,0.87393647,0.5773502691896258
3298_HI_S2_S_3,S,I have a small house.,0.0,I have a small house,0.92995489,1.0000000000000002
3407_HI_S2_S_3,S,I have a small house.,0.0,v a,0.61894983,0.0
3497_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
3512_HI_S2_S_3,S,I have a small house.,0.0,l a v a s,0.78284436,0.0
3535_HI_S2_S_3,S,I have a small house.,0.0,I have a,0.92995483,0.5773502691896258
3540_HI_S2_S_3,S,I have a small house.,0.0,I,0.8054378000000001,0.0
3545_HI_S2_S_3,S,I have a small house.,0.0,I have a,0.92995483,0.5773502691896258
3592_HI_S2_S_3,S,I have a small house.,0.0,I have a smell,0.92995489,0.5773502691896258
3649_HI_S2_S_3,S,I have a small house.,0.0,I have a cell house,0.89758033,0.8164965809277261
3682_HI_S2_S_3,S,I have a small house.,0.0,I have Mein small house,0.81692857,1.0000000000000002
3739_HI_S2_S_3,S,I have a small house.,0.0,I have a smile hole,0.79830122,0.5773502691896258
3842_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
3923_HI_S2_S_3,S,I have a small house.,0.0,CA,0.59537929,0.0
3978_HI_S2_S_3,S,I have a small house.,0.0,h a h a i have a smile,0.78657007,0.5773502691896258
3980_HI_S2_S_3,S,I have a small house.,0.0,why the,0.68159515,0.0
3994_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
4087_HI_S2_S_3,S,I have a small house.,0.0,I have a farm house,0.86860764,0.8164965809277261
4120_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
4121_HI_S2_S_3,S,I have a small house.,0.0,I how,0.60087794,0.0
4133_HI_S2_S_3,S,I have a small house.,0.0,do I have a smell,0.79353023,0.5773502691896258
4147_HI_S2_S_3,S,I have a small house.,0.0,I have some house,0.69802272,0.8164965809277261
4232_HI_S2_S_3,S,I have a small house.,0.0,I,0.80613136,0.0
4248_HI_S2_S_3,S,I have a small house.,0.0,give a sir house,0.58226442,0.5773502691896258
4264_HI_S2_S_3,S,I have a small house.,0.0,I,0.74044406,0.0
4284_HI_S2_S_3,S,I have a small house.,0.0,l0ve house,0.75746888,0.5773502691896258
4292_HI_S2_S_3,S,I have a small house.,0.0,I have a house,0.8547351999999999,0.8164965809277261
4321_HI_S2_S_3,S,I have a small house.,0.0,my home a some,0.71087897,0.0
4346_HI_S2_S_3,S,I have a small house.,0.0,I,0.80928755,0.0
4373_HI_S2_S_3,S,I have a small house.,0.0,I have a small homes,0.82190722,0.8164965809277261
4445_HI_S2_S_3,S,I have a small house.,0.0,I have a,0.92995483,0.5773502691896258
4468_HI_S2_S_3,S,I have a small house.,0.0,h a v e t h m a l l h o,0.79954022,0.0
4476_HI_S2_S_3,S,I have a small house.,0.0,i h a v e,0.72991401,0.0
4583_HI_S2_S_3,S,I have a small house.,0.0,how a small house,0.90226567,0.8164965809277261
4597_HI_S2_S_3,S,I have a small house.,0.0,write a s,0.57267284,0.0
4620_HI_S2_S_3,S,I have a small house.,0.0,I have a smile house,0.92995489,0.8164965809277261
4713_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
4729_HI_S2_S_3,S,I have a small house.,0.0,I have a smile home,0.81594163,0.5773502691896258
4759_HI_S2_S_3,S,I have a small house.,0.0,I have a,0.88463038,0.5773502691896258
4768_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
4826_HI_S2_S_3,S,I have a small house.,0.0,I,0.73657596,0.0
4910_HI_S2_S_3,S,I have a small house.,0.0,I have a small house,0.92995489,1.0000000000000002
4922_HI_S2_S_3,S,I have a small house.,0.0,I have a sell house,0.85183203,0.8164965809277261
4950_HI_S2_S_3,S,I have a small house.,0.0,I am,0.92995483,0.0
4953_HI_S2_S_3,S,I have a small house.,0.0,I have a sell house,0.8211295,0.8164965809277261
4965_HI_S2_S_3,S,I have a small house.,0.0,I have an small house,0.92995489,1.0000000000000002
4975_HI_S2_S_3,S,I have a small house.,0.0,,,0.0
4982_HI_S2_S_3,S,I have a small house.,0.0,I have a,0.9201749,0.5773502691896258
5010_HI_S2_S_3,S,I have a small house.,0.0,I have,0.82250768,0.5773502691896258
5060_HI_S2_S_3,S,I have a small house.,0.0,I have a smell,0.92995489,0.5773502691896258
5101_HI_S2_S_3,S,I have a small house.,0.0,I love have a cell,0.65150768,0.5773502691896258
5171_HI_S2_S_3,S,I have a small house.,0.0,I have a small home,0.87932956,0.8164965809277261
5265_HI_S2_S_3,S,I have a small house.,0.0,I have a smell,0.92995489,0.5773502691896258
1351_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1356_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1405_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1408_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1411_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92843467,1.0
1458_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1483_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1521_HI_S3_S_0,S,Where is your house?,1.0,what is your have,0.77506405,0.7071067811865476
1548_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1558_HI_S3_S_0,S,Where is your house?,1.0,where is my house,0.8823083,0.8660254037844388
1583_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1605_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1638_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1649_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92271215,1.0
1671_HI_S3_S_0,S,Where is your house?,1.0,where is where house,0.72894555,0.8164965809277261
1676_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1691_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1710_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1731_HI_S3_S_0,S,Where is your house?,1.0,where is where is your house,0.92995495,0.9486832980505138
1752_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1771_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1782_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1806_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1811_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1822_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1896_HI_S3_S_0,S,Where is your house?,1.0,Karan Johar house,0.63939101,0.5
1919_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1948_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1983_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
1988_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2015_HI_S3_S_0,S,Where is your house?,1.0,where where is your heart,0.78040886,0.8164965809277261
2025_HI_S3_S_0,S,Where is your house?,1.0,where is your house your house,0.92995495,0.9486832980505138
2032_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2038_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.90667325,1.0
2046_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2053_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2060_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2064_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2076_HI_S3_S_0,S,Where is your house?,1.0,where is where is your house,0.92995495,0.9486832980505138
2105_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2194_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2232_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2317_HI_S3_S_0,S,Where is your house?,1.0,who who s s over,0.6872949,0.0
2336_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2339_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2379_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2385_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2398_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2458_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2464_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2468_HI_S3_S_0,S,Where is your house?,1.0,where is Johar house,0.90056831,0.8660254037844388
2480_HI_S3_S_0,S,Where is your house?,1.0,when is,0.85401756,0.5
2494_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2499_HI_S3_S_0,S,Where is your house?,1.0,where where is your house,0.8858101999999999,0.9449111825230683
2537_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2542_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2556_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2596_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2597_HI_S3_S_0,S,Where is your house?,1.0,lakh wale,0.5785982,0.0
2604_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2656_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2671_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2715_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2726_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2733_HI_S3_S_0,S,Where is your house?,1.0,where where is your house,0.92995489,0.9449111825230683
2737_HI_S3_S_0,S,Where is your house?,1.0,where is your house Tumhara Ghar kahan hai,0.92995495,1.0
2761_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2782_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2829_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2854_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2886_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2897_HI_S3_S_0,S,Where is your house?,1.0,where is your house Tumhara Ghar kahan hai,0.92995495,1.0
2908_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
2923_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.86942309,1.0
3005_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3029_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3050_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3053_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3097_HI_S3_S_0,S,Where is your house?,1.0,mere dost where is your house,0.92995495,1.0
3099_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3106_HI_S3_S_0,S,Where is your house?,1.0,where where is your house,0.78513008,0.9449111825230683
3128_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3134_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3148_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3180_HI_S3_S_0,S,Where is your house?,1.0,where is your,0.92995483,0.8660254037844388
3181_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3191_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3228_HI_S3_S_0,S,Where is your house?,1.0,use your house,0.85029763,0.7071067811865476
3234_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3237_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3239_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3250_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3268_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3284_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3288_HI_S3_S_0,S,Where is your house?,1.0,where is your your house,0.81281167,0.9449111825230683
3296_HI_S3_S_0,S,Where is your house?,1.0,house,0.91242063,0.5
3297_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.77577507,1.0
3311_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3313_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3329_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3330_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3355_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3399_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3408_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3416_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3426_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3429_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3438_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
3482_HI_S3_S_0,S,Where is your house?,1.0,Mahima is your house,0.8823117,0.8660254037844388
3516_HI_S3_S_0,S,Where is your house?,1.0,where is your house,0.92995489,1.0
